,tmdb_id,imdb_id,original_language,original_title,release_date,tmdb_rating_avg,tmdb_vote_count,imdb_rating,imdb_votes,budget,revenue
3684,552957,tt6095984,en,Point of No Return,19/09/2018,6.3,8,5.6,4129,0,0
3690,519035,tt0365545,en,Nappily Ever After,21/09/2018,7.2,774,6.4,9393,0,0
3692,478528,tt3665498,en,Beyond The Sky,21/09/2018,5.0,67,5.2,5141,1500000,0
3693,454652,tt5437928,en,Colette,21/09/2018,6.9,797,6.7,24334,0,14273033
3700,400090,tt4068576,en,The Nightingale,23/09/2018,7.2,436,7.3,31884,0,855756
3704,505860,tt6958520,en,The Outer Wild,28/09/2018,5.5,8,3.7,674,0,0
3708,503646,tt8841148,en,The Bray Road Beast,1/10/2018,6.0,10,5.4,332,15000,0
3710,499170,tt5583554,en,Harmony,4/10/2018,6.8,26,5.6,1227,0,0
3714,545572,tt8254080,en,The Prey,5/10/2018,5.1,11,5.5,295,0,0
3718,412157,tt5936866,en,A Dark Place,7/10/2018,6.0,166,6.2,4823,0,0
3723,442062,tt5664636,en,Goosebumps 2: Haunted Halloween,11/10/2018,6.1,1272,5.6,21812,35000000,93320380
3724,436549,tt6688354,en,The Field Guide to Evil,11/10/2018,5.6,91,4.8,2282,0,0
3725,361292,tt1034415,en,Suspiria,11/10/2018,6.9,2135,6.7,80689,20000000,6348889
3730,463322,tt6832388,en,The Dark,12/10/2018,6.1,161,5.6,5599,0,0
3739,445732,tt5936582,en,Johnny Gruesome,16/10/2018,4.3,8,3.8,371,240000,0
3744,399402,tt1846589,en,Hunter Killer,19/10/2018,6.8,1836,6.6,64982,40000000,31672678
3746,637743,tt6028556,en,Point Defiance,21/10/2018,6.3,10,5.7,122,0,0
3750,424694,tt1727824,en,Bohemian Rhapsody,24/10/2018,8.0,15313,7.9,542100,52000000,903992901
3751,446807,tt5177088,en,The Girl in the Spider's Web,25/10/2018,6.1,1145,6.1,48531,43000000,35164920
3755,497515,tt7874116,en,Cooking with Love,26/10/2018,6.2,23,6.6,1463,0,0
3756,565866,tt6739214,en,The Dancing Dogs of Dombrova,27/10/2018,5.5,4,6.2,107,0,0
3757,554766,tt5859352,en,Hellmington,27/10/2018,5.2,10,4.4,415,0,0
3763,550385,tt8041006,en,Christmas with a View,1/11/2018,5.8,280,5.2,5012,0,0
3768,557606,tt9777830,en,John Leguizamo's Latin History for Morons,2/11/2018,7.4,24,7.4,942,0,0
3776,422619,tt5639446,en,Jonathan,8/11/2018,5.9,158,5.9,6385,0,0
3779,566039,tt8667202,en,Christmas with a Prince,9/11/2018,5.4,80,5.3,1860,0,0
3781,537996,tt6412452,en,The Ballad of Buster Scruggs,9/11/2018,7.1,3459,7.3,150322,0,0
3789,556803,tt8954732,en,The Princess Switch,16/11/2018,7.0,2039,6.1,29208,0,0
3790,544431,tt6269368,en,The Clovehitch Killer,16/11/2018,6.4,535,6.5,29006,0,0
3791,490132,tt6966692,en,Green Book,16/11/2018,8.2,9701,8.2,495303,23000000,319700000
3796,527435,tt2990140,en,The Christmas Chronicles,22/11/2018,7.2,1849,7.0,76978,0,0
3797,503616,tt2126357,en,Second Act,22/11/2018,6.4,1064,5.8,28186,16000000,72282227
3814,537406,tt4329242,en,Love Jacked,7/12/2018,6.1,146,5.8,2309,0,0
3815,529982,tt6131450,en,Asher,7/12/2018,5.8,121,5.5,3316,0,0
3817,345942,tt3076510,en,Henchmen,7/12/2018,6.6,31,5.1,672,0,0
3823,481375,tt2386237,en,Malevolent,13/12/2018,5.0,369,4.8,14789,0,0
3828,512412,tt3588588,en,Backtrace,14/12/2018,5.2,189,3.8,4804,0,0
3833,472734,tt4878482,en,Dumplin',20/12/2018,6.8,1269,6.5,34740,0,0
3844,449459,tt4131496,en,The Vanishing,4/01/2019,5.6,608,5.9,18308,0,0
3860,460321,tt5316540,en,Close,18/01/2019,5.8,763,5.7,25389,0,0
3861,433249,tt3256226,en,IO,18/01/2019,4.9,1204,4.7,34843,0,0
3865,574284,tt7831358,en,Harpoon,24/01/2019,6.2,142,6.0,5677,0,0
3866,565591,tt8974964,en,Memory: The Origins of Alien,24/01/2019,6.2,60,6.8,3092,0,0
3867,523172,tt6107548,en,Late Night,25/01/2019,6.5,690,6.5,38444,4000000,22384741
3868,483906,tt4139588,en,Polar,25/01/2019,6.3,1875,6.3,91564,0,0
3872,566222,tt4736550,en,The Great Hack,26/01/2019,6.9,439,7.0,23976,0,0
3873,505423,tt5913798,en,Wounds,26/01/2019,4.0,696,4.1,19847,0,0
3876,510498,tt8128188,en,High Flying Bird,27/01/2019,5.8,195,6.2,8825,0,0
3885,514755,tt5258074,en,Crossbreed,5/02/2019,4.4,11,3.3,4151,3500000,0
3886,438650,tt5719748,en,Cold Pursuit,7/02/2019,5.7,2180,6.2,70616,60000000,76419755
3893,582186,tt7200946,en,"Oh, Ramona!",14/02/2019,5.8,360,4.8,9127,0,0
3897,445629,tt6513120,en,Fighting with My Family,14/02/2019,6.9,1464,7.1,82581,11000000,39055536
3903,583903,tt9608818,en,Our Friend,25/02/2019,7.3,223,7.3,12720,0,0
3911,399361,tt1488606,en,Triple Frontier,6/03/2019,6.3,2715,6.4,130739,0,0
3913,581475,tt6155456,en,Juanita,8/03/2019,5.2,78,6.0,2437,0,0
3915,580629,tt9735758,en,Get Duked!,8/03/2019,6.2,180,6.2,7879,0,0
3916,543093,tt8879946,en,Maiden,8/03/2019,7.7,26,7.8,2358,0,0
3917,520905,tt8332666,en,Tone-Deaf,10/03/2019,5.4,65,4.9,2808,0,0
3918,596112,tt8887784,en,A Perfect Host,11/03/2019,4.7,3,5.7,1727,0,0
3921,527641,tt6472976,en,Five Feet Apart,14/03/2019,8.3,5003,7.2,69240,7000000,92600000
3924,600348,tt6385952,en,Volition,15/03/2019,5.4,49,5.6,2087,0,0
3931,327331,tt0800325,en,The Dirt,22/03/2019,7.5,1034,7.0,50749,0,0
3937,592608,tt8459444,en,Kill Thy Neighbor,30/03/2019,5.3,8,4.6,367,0,0
3938,592348,tt5990444,en,The Trap,1/04/2019,5.1,59,4.3,1762,0,0
3947,456740,tt2274648,en,Hellboy,10/04/2019,5.5,2926,5.2,91814,50000000,44664690
3950,543540,tt8201170,en,The Perfect Date,12/04/2019,6.5,3032,5.8,40064,0,0
3952,520679,tt7942742,en,Her Smell,12/04/2019,5.9,96,6.0,7551,0,0
3968,537476,tt8708304,en,I Trapped the Devil,26/04/2019,5.0,69,4.8,2859,1000000,0
3972,599781,tt7548732,en,The Evil Down the Street,30/04/2019,3.0,4,4.3,1750,0,0
3978,499573,tt7555072,en,Top End Wedding,2/05/2019,5.7,30,6.3,2178,0,3681669
3979,457799,tt2481498,en,"Extremely Wicked, Shockingly Evil and Vile",2/05/2019,7.0,2963,6.7,95854,0,0
3981,600751,tt6747818,en,Room for Rent,3/05/2019,6.5,71,5.3,4716,0,0
3984,524247,tt6722030,en,The Intruder,3/05/2019,6.0,492,5.6,18398,0,25724305
3987,599243,tt7201818,en,Bite Me,7/05/2019,5.3,3,5.4,147,0,0
3990,513083,tt8169446,en,Wine Country,8/05/2019,5.5,458,5.4,21674,0,0
3992,538207,tt7903530,en,We Die Young,9/05/2019,6.9,256,5.2,4597,4000000,143837
3998,601197,tt10207850,en,Killer Grandma,12/05/2019,6.2,16,4.8,416,0,0
4002,586707,tt6547786,en,Life Like,14/05/2019,6.3,184,5.4,3191,1500000,0
4003,606960,tt10091696,en,Dybbuk Box: True Story of Chris Chambers,15/05/2019,5.2,6,4.4,1501,0,0
4004,458156,tt6146586,en,John Wick: Chapter 3 - Parabellum,15/05/2019,7.4,8491,7.4,347690,55000000,326709727
4005,602609,tt9032888,en,Good Sam,16/05/2019,6.0,214,5.7,3102,0,0
4006,527261,tt7315484,en,The Silence,16/05/2019,6.0,1297,5.3,46374,0,2325977
4008,508791,tt6423362,en,The Sun Is Also a Star,16/05/2019,7.0,542,5.9,7584,0,1040000
4010,506815,tt3170458,en,A Violent Separation,17/05/2019,7.2,68,5.7,1843,0,0
4012,411144,tt5952138,en,We Have Always Lived in the Castle,17/05/2019,5.4,244,5.6,8126,0,0
4013,511778,tt3602422,en,Shed of the Dead,20/05/2019,5.0,28,4.6,3097,0,0
4016,604196,tt10376068,en,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,23/05/2019,6.2,90,6.9,5338,0,0
4018,531306,tt8179388,en,Rim of the World,24/05/2019,6.0,836,5.2,24576,0,0
4025,555637,tt7056906,en,I Love My Mum,31/05/2019,5.2,9,4.5,401,2000000,0
4026,513576,tt7374948,en,Always Be My Maybe,31/05/2019,6.6,1176,6.8,57455,0,0
4027,455957,tt3282076,en,Domino,31/05/2019,4.6,228,4.5,6061,7800000,0
4030,565743,tt6803046,en,The Vast of Night,1/06/2019,6.6,840,6.7,40392,0,0
4035,524787,tt6214468,en,The Russian Bride,4/06/2019,5.4,37,5.3,4949,0,0
4039,600836,tt6490930,en,Project Ithaca,7/06/2019,6.3,78,4.1,2363,3782500,0
4040,590978,tt10215424,en,Liam Gallagher: As It Was,7/06/2019,6.8,29,7.0,1768,0,0
4042,505948,tt6292852,en,I Am Mother,7/06/2019,6.7,2192,6.7,92505,0,643593
4044,594937,tt8192948,en,In My Blood It Runs,9/06/2019,7.9,9,7.7,404,0,0
4045,574638,tt9577852,en,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,11/06/2019,7.1,110,7.6,6990,0,0
4050,486131,tt4463894,en,Shaft,14/06/2019,6.5,1471,6.4,54595,30000000,21360215
4056,514222,tt5789944,en,Surprise Me!,21/06/2019,5.0,14,5.0,384,0,0
4065,525235,tt6514218,en,Noblemen,28/06/2019,6.0,5,5.6,320,0,0
4072,611640,tt10563420,en,The Deeper You Dig,11/07/2019,5.7,46,5.6,2138,0,0
4074,531503,tt2499472,en,Point Blank,12/07/2019,6.0,461,5.7,14680,0,0
4081,611605,tt7541106,en,1BR,18/07/2019,6.1,340,5.8,13542,0,0
4084,611651,tt10556320,en,Sator,21/07/2019,5.1,89,5.1,2364,0,130023
4089,542417,tt6043142,en,Skin,26/07/2019,6.9,302,6.8,19197,0,0
4096,620079,tt8525560,en,Murder at the Mansion,2/08/2019,5.5,5,4.4,305,0,0
4098,454640,tt6095472,en,The Angry Birds Movie 2,2/08/2019,7.1,1384,6.4,30609,65000000,147792047
4099,616904,tt10662450,en,Enter the Anime,5/08/2019,5.7,62,2.6,1709,0,0
4101,570480,tt6772524,en,Trouble,8/08/2019,6.6,150,5.8,3517,0,12127842
4102,508664,tt0441881,en,Danger Close: The Battle of Long Tan,8/08/2019,6.9,254,6.8,13549,23934823,2078370
4107,439059,tt6172460,en,Rocko's Modern Life: Static Cling,9/08/2019,6.6,130,6.9,3969,0,0
4108,720065,tt10319676,en,Termination,11/08/2019,3.5,7,2.6,238,0,0
4118,423204,tt6189022,en,Angel Has Fallen,21/08/2019,6.5,2917,6.4,99582,40000000,146661977
4119,713986,tt4533594,en,Everything But a Man,22/08/2019,5.7,6,4.9,264,0,0
4127,456529,tt3016748,en,Jacob's Ladder,23/08/2019,4.6,62,3.6,3257,0,0
4128,594500,tt10187550,en,The Pollinators,24/08/2019,8.0,4,7.2,152,0,0
4129,791906,tt9284386,en,Entity Project,25/08/2019,2.8,4,4.6,250,0,0
4133,625561,tt10856726,en,Travis Scott: Look Mom I Can Fly,28/08/2019,7.0,186,6.3,4823,0,0
4140,509853,tt7869070,en,The Fanatic,30/08/2019,4.5,229,4.1,12274,18000000,3153
4141,473033,tt5727208,en,Uncut Gems,30/08/2019,7.1,3907,7.4,285546,19000000,50020902
4142,466081,tt1833116,en,The Informer,30/08/2019,6.5,651,6.6,38311,60000000,2927708
4147,656086,tt10945950,en,Embarazada por obra y gracia,5/09/2019,6.5,3,5.1,26,0,0
4148,643717,tt7512492,en,36 Husbands,5/09/2019,6.0,5,4.2,2897,72000,0
4150,619638,tt9386648,en,Tammy's Always Dying,5/09/2019,6.0,2,5.8,352,0,0
4156,619651,tt10728282,en,This Is Not a Movie: Robert Fisk and the Politics of Truth,6/09/2019,7.0,3,7.6,304,0,0
4159,602703,tt10276114,en,Rapid Response,6/09/2019,8.0,4,8.4,67,0,0
4160,505707,tt6149154,en,Waiting for the Barbarians,6/09/2019,6.0,291,5.9,12605,0,761361
4162,622103,tt8150728,en,Making Monsters,7/09/2019,5.3,3,5.5,507,0,0
4168,622963,tt9664078,en,American Son,12/09/2019,6.1,201,5.9,7197,0,0
4169,540901,tt5503686,en,Hustlers,12/09/2019,6.5,2635,6.3,101507,20000000,157600000
4170,524348,tt8236336,en,The Report,12/09/2019,7.0,843,7.2,44714,0,0
4173,625450,tt9252508,en,Tall Girl,13/09/2019,6.4,1699,5.2,24534,0,0
4177,632040,tt10234048,en,The Cheerleader Escort,14/09/2019,7.3,21,5.2,312,1500000,0
4179,489064,tt8134742,en,3 from Hell,16/09/2019,5.9,356,5.4,15973,3000000,2295825
4182,584962,tt9398640,en,Between Two Ferns: The Movie,20/09/2019,6.0,706,6.1,33539,0,0
4183,523139,tt4687108,en,In the Tall Grass,20/09/2019,5.5,1836,5.4,57744,0,0
4186,568091,tt4332232,en,Fractured,22/09/2019,6.7,1995,6.4,77679,0,0
4188,472500,tt6910006,en,End of Sentence,23/09/2019,6.1,41,6.7,4707,0,0
4192,487291,tt7600382,en,Ride Like a Girl,26/09/2019,7.5,115,7.0,4215,0,0
4193,474568,tt7262820,en,A Lover Betrayed,26/09/2019,4.4,7,5.3,270,0,0
4199,530382,tt8110640,en,In the Shadow of the Moon,27/09/2019,6.2,1162,6.2,54445,0,0
4203,492188,tt7653254,en,Marriage Story,28/09/2019,7.8,6092,7.9,313093,18000000,2300000
4209,475557,tt7286456,en,Joker,1/10/2019,8.2,21908,8.4,1289776,55000000,1074251311
4210,633545,tt9241780,en,The Missing Sister,3/10/2019,5.8,6,4.8,170,0,0
4214,627879,tt5266668,en,Rogue Warfare,4/10/2019,5.6,108,2.8,1443,0,0
4215,595090,tt6907054,en,Collisions,4/10/2019,6.5,2,6.0,223,0,0
4216,528888,tt8526872,en,Dolemite Is My Name,4/10/2019,7.0,990,7.2,61681,0,0
4217,515725,tt7647840,en,Good Posture,4/10/2019,5.4,12,5.6,811,0,0
4222,552646,tt7021088,en,Before the Dawn,7/10/2019,6.5,8,5.9,626,0,0
4227,610445,tt5815016,en,Mosley,10/10/2019,6.7,20,6.3,1106,0,0
4228,481084,tt1620981,en,The Addams Family,10/10/2019,6.6,1959,5.8,41395,40000000,203044905
4229,468816,tt7439064,en,The Rising Hawk,10/10/2019,6.0,103,5.7,3996,2900000,1560697
4234,504949,tt7984766,en,The King,11/10/2019,7.2,2732,7.3,132524,0,0
4237,625213,tt8228290,en,The Faceless Man,12/10/2019,6.6,5,3.7,436,0,0
4238,614626,tt7336182,en,Outback,12/10/2019,5.4,35,5.0,1507,0,0
4242,552294,tt8236588,en,Echoes of Fear,16/10/2019,6.7,26,5.1,733,0,0
4243,639411,tt11066130,en,Upstarts,18/10/2019,7.1,7,6.7,897,0,0
4244,627070,tt10915286,en,Tell Me Who I Am,18/10/2019,7.4,177,7.6,15071,0,0
4248,643930,tt7505170,en,Fragmentary,21/10/2019,4.5,2,5.0,1204,1000000,0
4250,634541,tt11101698,en,Dancing with the Birds,23/10/2019,7.7,42,8.2,2474,0,0
4257,580630,tt9026184,en,Girl on the Third Floor,25/10/2019,5.2,245,4.7,10466,0,0
4258,560362,tt9257484,en,Rattlesnake,25/10/2019,5.2,380,4.6,8905,0,0
4266,513409,tt8178486,en,Earthquake Bird,1/11/2019,5.8,370,5.9,14918,0,0
4270,510457,tt4634402,en,Beast No More,2/11/2019,5.4,5,4.0,685,0,0
4285,508965,tt4729430,en,Klaus,8/11/2019,8.3,3258,8.2,159606,0,0
4290,634550,tt8348022,en,Skin Walker,11/11/2019,5.2,15,4.2,4411,0,0
4291,590191,tt10011682,en,Assholes: A Theory,13/11/2019,4.0,3,6.4,236,0,0
4292,522627,tt8367814,en,The Gentlemen,14/11/2019,7.7,4606,7.8,343251,22000000,115171795
4304,634571,tt11023922,en,Spirits in the Forest,21/11/2019,7.1,23,7.5,1266,0,2480326
4305,611207,tt10060094,en,The Knight Before Christmas,21/11/2019,6.5,982,5.6,18977,0,0
4306,653767,tt8599572,en,The Sanctuary,22/11/2019,5.5,2,4.4,68,0,0
4310,501395,tt4844140,en,True History of the Kelly Gang,23/11/2019,5.9,245,6.0,11794,0,0
4314,637963,tt11044122,en,Never Surrender: A Galaxy Quest Documentary,26/11/2019,7.4,30,7.6,1906,0,0
4330,558343,tt8882390,en,Tiffany Haddish: Black Mitzvah,3/12/2019,6.3,20,6.3,997,0,0
4340,649341,tt10920376,en,Go Fish,6/12/2019,6.0,5,4.0,428,0,0
4341,641790,tt9625664,en,Trauma Center,6/12/2019,5.6,327,4.0,12288,0,92968
4342,624405,tt7220118,en,Brotherhood,6/12/2019,5.8,6,5.1,315,0,0
4344,461130,tt6259380,en,Code 8,6/12/2019,6.2,1510,6.1,40826,0,157209
4352,525661,tt6394270,en,Bombshell,13/12/2019,6.8,2569,6.8,116751,32000000,61404394
4353,509967,tt8106534,en,6 Underground,13/12/2019,6.3,4051,6.1,179487,150000000,0
4362,650073,tt11318624,en,John Mulaney & The Sack Lunch Bunch,24/12/2019,7.1,84,7.4,3613,0,0
4364,530915,tt8579674,en,1917,25/12/2019,8.0,10569,8.2,593859,100000000,394638258
4365,509585,tt6436726,en,7500,26/12/2019,6.1,675,6.3,29781,0,0
4366,500916,tt7394816,en,Primal,27/12/2019,5.7,278,4.9,8859,9000000,146863
4371,576704,tt7103742,en,Jezebel,3/01/2020,6.6,7,5.9,944,0,0
4373,645431,tt12935074,en,The Devil's Familiar,12/01/2020,5.7,3,3.1,135,0,0
4375,520765,tt8116640,en,Go!,16/01/2020,6.8,210,5.9,3138,0,520191
4376,651070,tt11390036,en,A Fall from Grace,17/01/2020,7.1,819,5.9,15908,0,0
4377,663635,tt11242532,en,Viva the Underdogs,22/01/2020,9.3,3,8.1,286,700000,0
4378,656353,tt11733790,en,John Was Trying to Contact Aliens,23/01/2020,6.4,45,6.4,1577,0,0
4379,653588,tt11394296,en,Into the Deep: The Submarine Murder Case,23/01/2020,6.4,32,6.5,2356,0,0
4380,653574,tt11394180,en,Dick Johnson Is Dead,23/01/2020,7.4,104,7.4,6807,0,0
4381,492611,tt7510346,en,The Turning,23/01/2020,5.8,868,3.9,14864,14000000,18472775
4384,653735,tt11378264,en,Mucho Mucho Amor: The Legend of Walter Mercado,24/01/2020,7.5,60,7.3,3368,0,0
4386,620897,tt10642834,en,The Forty-Year-Old Version,25/01/2020,6.9,79,7.2,5173,0,0
4389,653747,tt11394338,en,Giving Voice,26/01/2020,6.3,18,6.9,300,0,0
4390,664423,tt10370380,en,The Windermere Children,27/01/2020,7.5,90,7.2,3158,0,0
4391,653601,tt11388406,en,Horse Girl,27/01/2020,5.6,470,6.0,18273,0,0
4392,584288,tt9827834,en,Sylvie's Love,27/01/2020,6.4,72,6.8,6027,0,0
4396,567970,tt3111426,en,Lost Girls,28/01/2020,6.1,599,6.1,22483,0,0
4399,653567,tt11388580,en,Miss Americana,31/01/2020,7.9,462,7.4,20389,0,0
4400,528761,tt7090140,en,Coda,31/01/2020,6.3,58,5.9,1874,0,0
4401,711471,tt11742070,en,Walk Away,1/02/2020,2.5,2,3.9,252,0,0
4403,759608,tt14663504,en,Cristiano Ronaldo: The One and Only,4/02/2020,7.3,3,6.8,41,0,0
4405,667682,tt10777644,en,Follow Your Heart,10/02/2020,7.2,12,6.3,580,0,0
4407,736509,tt4205718,en,Intersect,12/02/2020,5.6,50,3.5,3823,0,0
4408,565426,tt9354842,en,To All the Boys: P.S. I Still Love You,12/02/2020,6.9,2290,6.0,40326,0,0
4411,547012,tt8647310,en,Buffaloed,14/02/2020,6.9,193,6.2,6448,0,29118
4412,505225,tt7456312,en,The Last Thing He Wanted,14/02/2020,4.9,447,4.3,15793,0,0
4422,457335,tt6902676,en,Guns Akimbo,27/02/2020,6.5,1881,6.3,63143,0,835102
4423,686158,tt9024292,en,InstaPsycho,28/02/2020,6.3,8,4.6,435,0,0
4424,598577,tt5919756,en,Disappearance at Clifton Hill,28/02/2020,5.4,73,5.4,4421,0,0
4425,342470,tt3907584,en,All the Bright Places,28/02/2020,7.7,2564,6.5,32905,0,0
4430,1022512,tt12027832,en,Aloevera,6/03/2020,5.0,2,7.4,67,0,0
4434,502104,tt4270452,en,Seven Stages to Achieve Eternal Bliss,6/03/2020,5.0,20,5.6,1154,0,0
4437,680398,tt7159566,en,Transference: Escape the Dark,10/03/2020,3.6,9,5.1,2315,0,0
4452,676601,tt11861072,en,Tom Segura: Ball Hog,24/03/2020,6.9,40,7.3,3147,0,0
4453,653725,tt8923484,en,Crip Camp: A Disability Revolution,25/03/2020,7.2,118,7.7,7705,0,0
4458,660609,tt9261218,en,Uncorked,27/03/2020,6.1,199,6.4,6083,0,0
4459,491926,tt6914122,en,Resistance,27/03/2020,7.0,330,6.5,7562,0,288064
4461,732713,tt12882620,en,Evil Eye,1/04/2020,5.5,139,4.8,3823,0,0
4463,615177,tt9898858,en,Coffee & Kareem,3/04/2020,5.5,343,5.1,13913,0,0
4466,637157,tt10540242,en,The Main Event,10/04/2020,6.8,161,4.8,2415,0,0
4467,624808,tt5096470,en,Love Wedding Repeat,10/04/2020,5.6,631,5.5,20940,0,0
4468,544415,tt8902948,en,Tigertail,10/04/2020,6.9,72,6.6,3678,0,0
4470,682825,tt10674930,en,Abominable,14/04/2020,3.8,18,2.8,1054,0,0
4472,703810,tt11906032,en,Picture a Scientist,15/04/2020,7.0,10,7.9,440,0,0
4473,695476,tt12187586,en,Father Soldier Son,15/04/2020,6.2,49,7.3,978,0,0
4475,693906,tt11994750,en,Made You Look: A True Story About Fake Art,16/04/2020,7.0,55,7.0,4440,0,0
4477,691066,tt11611650,en,The Longest War,19/04/2020,6.3,4,6.9,364,0,0
4486,690596,tt9050898,en,Murder to Mercy - The Cyntoia Brown Story,29/04/2020,7.1,93,6.4,2868,0,0
4492,699519,tt8523028,en,Roped,2/05/2020,6.1,19,5.5,1548,0,0
4493,699511,tt8362228,en,The Stand at Paxton County,2/05/2020,6.0,16,6.4,1162,0,0
4496,696000,tt12117854,en,Jerry Seinfeld: 23 Hours to Kill,5/05/2020,6.1,70,6.7,5272,0,0
4500,699280,tt12221748,en,Becoming,6/05/2020,7.5,134,7.0,6467,0,0
4501,508330,tt7838536,en,Awoken,7/05/2020,5.8,74,4.9,8798,0,0
4505,482273,tt1266036,en,Valley Girl,8/05/2020,6.1,71,5.5,3845,0,0
4508,673175,tt12133722,en,Have a Good Trip: Adventures in Psychedelics,11/05/2020,6.8,142,6.8,8027,0,0
4510,582596,tt9619798,en,The Wrong Missy,13/05/2020,6.1,997,5.7,40689,0,0
4512,693158,tt8718300,en,Proximity,15/05/2020,6.2,165,4.8,8042,0,0
4514,699210,tt11000894,en,Ben Platt: Live from Radio City Music Hall,20/05/2020,8.2,17,8.3,519,0,0
4517,576156,tt8851668,en,The Lovebirds,22/05/2020,6.1,592,6.1,26495,0,0
4524,647785,tt10933680,en,Debt Collectors,29/05/2020,6.2,175,5.8,4668,0,0
4528,530973,tt6193522,en,Spelling the Dream,3/06/2020,7.1,11,6.9,749,0,0
4529,672761,tt10843814,en,The Candy Witch,4/06/2020,5.9,26,3.4,1030,0,0
4532,706345,tt12357266,en,Jo Koy: In His Elements,12/06/2020,5.4,12,5.4,600,0,0
4533,703134,tt7703924,en,Infamous,12/06/2020,5.9,151,4.3,3192,0,0
4534,581859,tt9777644,en,Da 5 Bloods,12/06/2020,6.6,927,6.5,52214,45000000,0
4539,711340,tt9708358,en,Uncle Tom,19/06/2020,7.8,23,8.3,6474,0,0
4540,707886,tt10714856,en,Feel the Beat,19/06/2020,7.7,993,6.3,11812,0,0
4546,684700,tt11905462,en,Athlete A,24/06/2020,7.7,223,7.6,11437,0,0
4547,531876,tt3833480,en,The Outpost,24/06/2020,6.9,851,6.8,35637,18000000,2133452
4548,663459,tt12139700,en,Jungle Beat: The Movie,26/06/2020,7.0,100,5.4,1113,0,0
4549,531454,tt8580274,en,Eurovision Song Contest: The Story of Fire Saga,26/06/2020,6.4,1164,6.5,95424,0,0
4554,710451,tt12358794,en,George Lopez: We'll Do It for Half,30/06/2020,5.2,12,5.7,465,0,0
4556,621707,tt10793644,en,The Vigil,1/07/2020,5.7,290,5.8,8447,0,742476
4559,611179,tt10482504,en,The Trip to Greece,2/07/2020,6.5,28,6.6,4371,0,0
4560,539885,tt8784956,en,Ava,2/07/2020,5.8,2138,5.4,57160,0,2987741
4561,635918,tt7886936,en,Dating Amber,3/07/2020,7.2,122,7.0,6647,0,0
4562,608195,tt6508228,en,Ghosts of War,3/07/2020,6.3,440,5.6,10802,0,178592
4563,539181,tt9072352,en,Relic,3/07/2020,6.1,589,6.0,27438,0,2902552
4568,659991,tt9207700,en,Made in Italy,9/07/2020,6.0,205,5.9,8752,0,0
4572,547016,tt7556122,en,The Old Guard,10/07/2020,7.2,3574,6.6,167418,70000000,0
4577,714375,tt11057594,en,Fatal Affair,16/07/2020,5.7,255,4.6,6224,0,0
4578,725964,tt11096446,en,Murder in the Vineyard,18/07/2020,4.6,8,4.9,277,0,0
4581,718867,tt12588448,en,The Larva Island Movie,23/07/2020,7.2,156,5.1,693,0,0
4582,702525,tt9204164,en,Bigfoot Family,23/07/2020,7.1,148,5.8,3022,17520000,10855626
4583,605900,tt6107796,en,Schemers,23/07/2020,5.7,10,5.6,625,0,0
4584,601844,tt10314450,en,Becky,23/07/2020,6.4,347,5.9,17561,0,1045873
4585,587496,tt10003008,en,The Rental,23/07/2020,5.6,696,5.7,33218,0,4296804
4586,729589,tt12283788,en,Sinful,24/07/2020,4.0,4,3.2,2736,0,0
4588,626020,tt8364138,en,Stage Mother,24/07/2020,6.7,51,6.5,2561,0,0
4589,583083,tt9784456,en,The Kissing Booth 2,24/07/2020,7.8,4655,5.7,32859,0,0
4593,524047,tt7737786,en,Greenland,29/07/2020,7.1,3679,6.4,118943,34000000,52300000
4594,661747,tt11010144,en,Seriously Single,31/07/2020,7.0,125,4.5,1295,0,0
4596,766712,tt6886574,en,Useless,3/08/2020,8.0,5,5.3,190,0,0
4599,696002,tt11176322,en,Paydirt,7/08/2020,4.9,22,3.9,4080,0,0
4600,612706,tt10276470,en,Work It,7/08/2020,7.6,1038,6.1,13968,0,0
4606,720124,tt9812258,en,G-Loc,11/08/2020,5.6,50,4.6,1676,0,0
4610,691100,tt10369866,en,Ten Minutes to Midnight,14/08/2020,5.8,14,4.4,745,0,0
4612,605116,tt7550000,en,Project Power,14/08/2020,6.5,2473,6.0,90079,0,0
4613,400160,tt4823776,en,The SpongeBob Movie: Sponge on the Run,14/08/2020,7.6,2574,5.9,18902,60000000,4700000
4614,733837,tt9363342,en,The Stalker,15/08/2020,7.5,14,4.1,934,0,0
4615,735253,tt10053426,en,Bad Nun: Deadly Vows,18/08/2020,6.3,6,3.1,161,0,0
4616,666219,tt8354752,en,Emperor,18/08/2020,8.0,68,5.8,1288,0,0
4617,624774,tt7879442,en,Butt Boy,19/08/2020,5.6,30,5.5,1719,0,0
4618,623958,tt5617312,en,The Bay of Silence,20/08/2020,4.5,86,4.4,2296,0,1941
4622,672035,tt11454066,en,You Cannot Kill David Arquette,21/08/2020,6.5,37,7.2,2195,0,0
4623,626393,tt10888708,en,The Sleepover,21/08/2020,6.4,347,5.7,10875,0,0
4624,621013,tt5843876,en,Chemical Hearts,21/08/2020,7.4,1007,6.3,13492,0,0
4625,663543,tt12827662,en,The Sleepless,24/08/2020,5.7,5,7.0,86,0,0
